blue,-217.24777221679688, 246.53622436523438, -116.24583435058594, 436.365234375, -293.43157958984375, -208.7614288330078, -105.01835632324219, 260.73248291015625
green,-353.4506530761719, 67.57205200195312, 66.61598205566406, -846.388916015625, 136.62168884277344, 442.1307678222656, 815.4248046875, 1083.5079345703125
red,873.8624267578125, -288.6236572265625, -548.736083984375, -156.3211212158203, -266.50360107421875, -148.0565643310547, -686.9575805664062, 518.6810302734375
green,-347.31500244140625, 71.16807556152344, 61.05256271362305, -834.69482421875, 126.9381103515625, 433.9609375, 798.2667846679688, 1070.670166015625
green,-348.62811279296875, 75.08203125, 60.62928009033203, -824.38671875, 117.43283081054688, 427.15740966796875, 788.5155639648438, 1064.10009765625
red,932.5155639648438, -311.6593933105469, -584.0198974609375, -186.4312286376953, -268.8055114746094, -149.0711669921875, -726.6830444335938, 534.8042602539062
blue,-221.81121826171875, 244.7512664794922, -111.55846405029297, 430.99237060546875, -285.3392028808594, -204.4109649658203, -94.97540283203125, 247.5865478515625
blue,-198.99630737304688, 214.77963256835938, -99.7514419555664, 382.46697998046875, -250.34266662597656, -182.9796905517578, -79.48450469970703, 219.6388702392578
red,924.864501953125, -306.9956970214844, -578.3636474609375, -181.74468994140625, -269.6611022949219, -149.5092315673828, -722.8457641601562, 531.643310546875
blue,-211.7425537109375, 250.24485778808594, -119.9588394165039, 428.9556884765625, -292.4626770019531, -207.73240661621094, -113.12516021728516, 255.0959930419922
red,923.4678955078125, -305.54443359375, -577.2479248046875, -182.11865234375, -268.5215759277344, -148.76014709472656, -721.35693359375, 527.6373901367188
red,913.79248046875, -301.244873046875, -570.8226318359375, -176.8148956298828, -268.2744140625, -148.81936645507812, -715.0938110351562, 528.5337524414062
blue,-218.5654296875, 233.4886932373047, -101.4648666381836, 423.3265686035156, -277.4320983886719, -198.01678466796875, -85.2782211303711, 243.92254638671875
blue,-204.80633544921875, 223.7622833251953, -115.83570098876953, 404.7572937011719, -269.8681335449219, -196.51168823242188, -92.27696990966797, 257.9443054199219
blue,-220.8186798095703, 247.1310577392578, -111.98373413085938, 432.7035217285156, -287.8780212402344, -205.77552795410156, -98.33119201660156, 246.29171752929688
green,-335.8123779296875, 68.99315643310547, 53.75061798095703, -836.84228515625, 120.4343490600586, 429.8560485839844, 785.9530639648438, 1072.5628662109375
green,-339.9223937988281, 60.696685791015625, 62.85424041748047, -851.55712890625, 137.1383514404297, 441.5744323730469, 807.9735107421875, 1085.67529296875
red,884.7225952148438, -290.00897216796875, -553.7330932617188, -165.4619140625, -265.9017639160156, -146.95172119140625, -692.464111328125, 508.6531066894531
